"","STATE","STATENAME","ST_CASE","VE_FORMS","VEH_NO","PER_NO","STR_VEH","COUNTY","DAY","DAYNAME","MONTH","MONTHNAME","HOUR","HOURNAME","MINUTE","MINUTENAME","RUR_URB","RUR_URBNAME","FUNC_SYS","FUNC_SYSNAME","HARM_EV","HARM_EVNAME","MAN_COLL","MAN_COLLNAME","SCH_BUS","SCH_BUSNAME","MAKE","MAKENAME","MAK_MOD","BODY_TYP","BODY_TYPNAME","MOD_YEAR","MOD_YEARNAME","TOW_VEH","TOW_VEHNAME","SPEC_USE","SPEC_USENAME","EMER_USE","EMER_USENAME","ROLLOVER","ROLLOVERNAME","IMPACT1","IMPACT1NAME","FIRE_EXP","FIRE_EXPNAME","AGE","AGENAME","SEX","SEXNAME","PER_TYP","PER_TYPNAME","INJ_SEV","INJ_SEVNAME","SEAT_POS","SEAT_POSNAME","REST_USE","REST_USENAME","REST_MIS","REST_MISNAME","AIR_BAG","AIR_BAGNAME","EJECTION","EJECTIONNAME","EJ_PATH","EJ_PATHNAME","EXTRICAT","EXTRICATNAME","DRINKING","DRINKINGNAME","ALC_DET","ALC_DETNAME","ALC_STATUS","ALC_STATUSNAME","ATST_TYP","ATST_TYPNAME","ALC_RES","ALC_RESNAME","DRUGS","DRUGSNAME","DRUG_DET","DRUG_DETNAME","DSTATUS","DSTATUSNAME","HOSPITAL","HOSPITALNAME","DOA","DOANAME","DEATH_DA","DEATH_DANAME","DEATH_MO","DEATH_MONAME","DEATH_YR","DEATH_YRNAME","DEATH_HR","DEATH_HRNAME","DEATH_MN","DEATH_MNNAME","DEATH_TM","DEATH_TMNAME","LAG_HRS","LAG_HRSNAME","LAG_MINS","LAG_MINSNAME","P_SF1","P_SF1NAME","P_SF2","P_SF2NAME","P_SF3","P_SF3NAME","WORK_INJ","WORK_INJNAME","HISPANIC","HISPANICNAME","LOCATION","LOCATIONNAME","HELM_USE","HELM_USENAME","HELM_MIS","HELM_MISNAME"
"206",39,"Ohio",390834,1,1,1,0,95,1,1,11,"November",19,"7:00pm-7:59pm",16,"16",2,"Urban",1,"Interstate",24,"Guardrail Face",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",12,"Ford","Ford Ranger",34,"Light Pickup",2000,2000,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",1,"1 Clock Point",0,"No or Not Reported",31,"31 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",20,"None Used/Not Applicable",7,"None Used/Not Applicable",9,"Deployment- Unknown Location",1,"Totally Ejected",9,"Ejection Path Unknown",0,"Not Extricated or Not Applicable",8,"Not Reported",9,"Not Reported",2,"Test Given",1,"Blood",90,"0.090 % BAC",8,"Not Reported",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",1,"1",11,"November",2019,"2019",19,"19:00-19:59",16,"16",1916,"1916",0,"0",0,"0",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"207",39,"Ohio",390857,2,1,1,0,41,8,8,11,"November",2,"2:00am-2:59am",43,"43",2,"Urban",1,"Interstate",12,"Motor Vehicle In-Transport",7,"Sideswipe - Same Direction",0,"No",20,"Chevrolet","Chevrolet TrailBlazer (2003 on; for 2002 model, see 401)",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2007,2007,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",11,"11 Clock Point",0,"No or Not Reported",37,"37 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",3,"Shoulder and Lap Belt Used",0,"No Indication of Mis-Use",20,"Not Deployed",0,"Not Ejected",0,"Ejection Path Not Applicable",1,"Extricated",8,"Not Reported",9,"Not Reported",2,"Test Given",1,"Blood",232,"0.232 % BAC",8,"Not Reported",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",8,"8",11,"November",2019,"2019",3,"3:00-3:59",1,"1",301,"301",0,"0",18,"18",0,"None",0,"None",0,"None",0,"No",1,"Mexican",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"208",39,"Ohio",390913,1,1,1,0,35,4,4,11,"November",23,"11:00pm-11:59pm",52,"52",2,"Urban",1,"Interstate",35,"Embankment",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",54,"Acura","Acura TL",4,"4-door sedan, hardtop",2004,2004,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",9,"9 Clock Point",0,"No or Not Reported",40,"40 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",20,"None Used/Not Applicable",7,"None Used/Not Applicable",9,"Deployment- Unknown Location",0,"Not Ejected",0,"Ejection Path Not Applicable",0,"Not Extricated or Not Applicable",8,"Not Reported",9,"Not Reported",2,"Test Given",1,"Blood",144,"0.144 % BAC",8,"Not Reported",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",5,"5",11,"November",2019,"2019",0,"0:00-0:59",4,"4",4,"4",0,"0",12,"12",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"209",39,"Ohio",390943,2,2,1,0,165,26,26,11,"November",19,"7:00pm-7:59pm",56,"56",1,"Rural",1,"Interstate",12,"Motor Vehicle In-Transport",2,"Front-to-Front",0,"No",12,"Ford","Ford Bronco (thru 1977)/Bronco II/Explorer/Explorer Sport (Explorer for 1990-2018 only.  For model years 2019 on, see 12-425.)",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2016,2016,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",12,"12 Clock Point",0,"No or Not Reported",41,"41 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",3,"Shoulder and Lap Belt Used",0,"No Indication of Mis-Use",9,"Deployment- Unknown Location",0,"Not Ejected",0,"Ejection Path Not Applicable",1,"Extricated",1,"Yes (Alcohol Involved)",9,"Not Reported",2,"Test Given",1,"Blood",198,"0.198 % BAC",0,"No (drugs not involved)",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",26,"26",11,"November",2019,"2019",20,"20:00-20:59",2,"2",2002,"2002",0,"0",6,"6",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"210",39,"Ohio",391022,1,1,1,0,99,31,31,12,"December",20,"8:00pm-8:59pm",49,"49",1,"Rural",1,"Interstate",42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",35,"Nissan/Datsun","Nissan/Datsun Juke",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2013,2013,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",3,"3 Clock Point",1,"Yes",54,"54 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",20,"None Used/Not Applicable",7,"None Used/Not Applicable",99,"Reported as Deployment Unknown",1,"Totally Ejected",9,"Ejection Path Unknown",0,"Not Extricated or Not Applicable",8,"Not Reported",9,"Not Reported",2,"Test Given",1,"Blood",209,"0.209 % BAC",8,"Not Reported",8,"Not Reported",2,"Test Given",5,"EMS Ground",0,"Not Applicable",31,"31",12,"December",2019,"2019",23,"23:00-23:59",34,"34",2334,"2334",2,"2",45,"45",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"211",39,"Ohio",391030,1,0,1,1,47,7,7,12,"December",3,"3:00am-3:59am",41,"41",1,"Rural",1,"Interstate",8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,"31 Years",1,"Male",5,"Pedestrian",4,"Fatal Injury (K)",0,"Not a Motor Vehicle Occupant",96,"Not a Motor Vehicle Occupant",8,"Not a Motor Vehicle Occupant",97,"Not a Motor Vehicle Occupant",8,"Not Applicable",0,"Ejection Path Not Applicable",0,"Not Extricated or Not Applicable",1,"Yes (Alcohol Involved)",2,"Preliminary Breath Test (PBT)",2,"Test Given",1,"Blood",189,"0.189 % BAC",8,"Not Reported",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",7,"7",12,"December",2019,"2019",3,"3:00-3:59",45,"45",345,"345",0,"0",4,"4",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",11,"Not at Intersection - On Roadway, Not in Marked Crosswalk",96,"Not a Motor Vehicle Occupant",8,"Not a Motor Vehicle Occupant"
"212",55,"Wisconsin",550024,1,1,1,0,111,17,17,2,"February",1,"1:00am-1:59am",44,"44",2,"Urban",1,"Interstate",24,"Guardrail Face",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",82,"Freightliner","Freightliner Medium/Heavy - CBE",66,"Truck-tractor (Cab only, or with any number of trailing unit; any weight)",2016,2016,1,"One Trailing Unit",0,"No Special Use",0,"Not Applicable",0,"No Rollover",12,"12 Clock Point",0,"No or Not Reported",39,"39 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",3,"Shoulder and Lap Belt Used",0,"No Indication of Mis-Use",99,"Reported as Deployment Unknown",0,"Not Ejected",0,"Ejection Path Not Applicable",1,"Extricated",1,"Yes (Alcohol Involved)",1,"Evidential Test (breath, blood, urine)",2,"Test Given",1,"Blood",200,"0.200 % BAC",0,"No (drugs not involved)",1,"Evidential Test (Blood, Urine)",2,"Test Given",0,"Not Transported",7,"Died at Scene",17,"17",2,"February",2019,"2019",15,"15:00-15:59",15,"15",1515,"1515",13,"13",31,"31",0,"None",0,"None",0,"None",1,"Yes",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"213",55,"Wisconsin",550046,2,1,1,0,27,10,10,1,"January",23,"11:00pm-11:59pm",58,"58",1,"Rural",1,"Interstate",12,"Motor Vehicle In-Transport",6,"Angle",0,"No",12,"Ford","Ford F-Series pickup",34,"Light Pickup",2014,2014,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",1,"Rollover, Tripped by Object/Vehicle",11,"11 Clock Point",1,"Yes",41,"41 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",20,"None Used/Not Applicable",7,"None Used/Not Applicable",1,"Deployed- Front",0,"Not Ejected",0,"Ejection Path Not Applicable",1,"Extricated",0,"No (Alcohol Not Involved)",1,"Evidential Test (breath, blood, urine)",2,"Test Given",1,"Blood",218,"0.218 % BAC",0,"No (drugs not involved)",1,"Evidential Test (Blood, Urine)",2,"Test Given",0,"Not Transported",7,"Died at Scene",11,"11",1,"January",2019,"2019",0,"0:00-0:59",2,"2",2,"2",0,"0",4,"4",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"214",55,"Wisconsin",550075,1,1,1,0,79,1,1,2,"February",0,"0:00am-0:59am",33,"33",2,"Urban",1,"Interstate",14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",30,"Volkswagen","Volkswagen Touareg/Tourareg 2",15,"Large utility (ANSI D16.1 Utility Vehicle Categories and ""Full Size"" and ""Large"")",2014,2014,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",12,"12 Clock Point",0,"No or Not Reported",39,"39 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",3,"Shoulder and Lap Belt Used",0,"No Indication of Mis-Use",8,"Deployed- Combination",0,"Not Ejected",0,"Ejection Path Not Applicable",1,"Extricated",1,"Yes (Alcohol Involved)",9,"Not Reported",2,"Test Given",1,"Blood",99,"0.099 % BAC",9,"Reported as Unknown",8,"Not Reported",2,"Test Given",5,"EMS Ground",0,"Not Applicable",1,"1",2,"February",2019,"2019",1,"1:00-1:59",8,"8",108,"108",0,"0",35,"35",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"215",55,"Wisconsin",550077,3,0,1,1,79,2,2,2,"February",22,"10:00pm-10:59pm",55,"55",2,"Urban",1,"Interstate",8,"Pedestrian",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,"54 Years",1,"Male",5,"Pedestrian",4,"Fatal Injury (K)",0,"Not a Motor Vehicle Occupant",96,"Not a Motor Vehicle Occupant",8,"Not a Motor Vehicle Occupant",97,"Not a Motor Vehicle Occupant",8,"Not Applicable",0,"Ejection Path Not Applicable",0,"Not Extricated or Not Applicable",1,"Yes (Alcohol Involved)",1,"Evidential Test (breath, blood, urine)",2,"Test Given",1,"Blood",183,"0.183 % BAC",1,"Yes (drugs involved)",1,"Evidential Test (Blood, Urine)",2,"Test Given",0,"Not Transported",7,"Died at Scene",2,"2",2,"February",2019,"2019",23,"23:00-23:59",0,"0",2300,"2300",0,"0",5,"5",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",11,"Not at Intersection - On Roadway, Not in Marked Crosswalk",96,"Not a Motor Vehicle Occupant",8,"Not a Motor Vehicle Occupant"
"216",55,"Wisconsin",550423,1,1,1,0,89,6,6,11,"November",7,"7:00am-7:59am",55,"55",2,"Urban",1,"Interstate",14,"Parked Motor Vehicle",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",22,"Pontiac","Pontiac Vibe",6,"Station Wagon (excluding van and truck based)",2009,2009,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",12,"12 Clock Point",0,"No or Not Reported",38,"38 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",3,"Shoulder and Lap Belt Used",0,"No Indication of Mis-Use",8,"Deployed- Combination",0,"Not Ejected",0,"Ejection Path Not Applicable",1,"Extricated",1,"Yes (Alcohol Involved)",9,"Not Reported",2,"Test Given",1,"Blood",402,"0.402 % BAC",0,"No (drugs not involved)",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",6,"6",11,"November",2019,"2019",7,"7:00-7:59",55,"55",755,"755",0,"0",0,"0",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"217",55,"Wisconsin",550472,1,1,1,0,79,15,15,8,"August",11,"11:00am-11:59am",10,"10",2,"Urban",1,"Interstate",18,"Other Object (not fixed)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",76,"Yamaha","Yamaha 750cc or greater",80,"Two Wheel Motorcycle (excluding motor scooters)",2006,2006,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",12,"12 Clock Point",0,"No or Not Reported",64,"64 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",20,"None Used/Not Applicable",7,"None Used/Not Applicable",20,"Not Deployed",8,"Not Applicable",0,"Ejection Path Not Applicable",0,"Not Extricated or Not Applicable",0,"No (Alcohol Not Involved)",9,"Not Reported",2,"Test Given",1,"Blood",34,"0.034 % BAC",0,"No (drugs not involved)",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",15,"15",8,"August",2019,"2019",11,"11:00-11:59",26,"26",1126,"1126",0,"0",16,"16",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",17,"No Helmet",7,"None Used/Not Applicable"
"218",55,"Wisconsin",550495,1,1,1,0,79,12,12,11,"November",19,"7:00pm-7:59pm",0,"0",2,"Urban",1,"Interstate",25,"Concrete Traffic Barrier",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",49,"Toyota","Toyota 4-Runner",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",1998,1998,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",1,"Rollover, Tripped by Object/Vehicle",1,"1 Clock Point",0,"No or Not Reported",55,"55 Years",1,"Male",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",99,"Reported as Unknown",7,"None Used/Not Applicable",8,"Deployed- Combination",2,"Partially Ejected",2,"Through Side Window",1,"Extricated",0,"No (Alcohol Not Involved)",1,"Evidential Test (breath, blood, urine)",2,"Test Given",1,"Blood",233,"0.233 % BAC",0,"No (drugs not involved)",1,"Evidential Test (Blood, Urine)",2,"Test Given",5,"EMS Ground",0,"Not Applicable",12,"12",11,"November",2019,"2019",20,"20:00-20:59",4,"4",2004,"2004",1,"1",4,"4",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"219",17,"Illinois",170147,1,1,2,0,97,29,29,3,"March",3,"3:00am-3:59am",56,"56",2,"Urban",1,"Interstate",34,"Ditch",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",18,"Buick / Opel","Buick / Opel LaCrosse",4,"4-door sedan, hardtop",2017,2017,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",98,"Not Reported",1,"Yes",20,"20 Years",2,"Female",2,"Passenger of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",13,"Front Seat, Right Side",99,"Reported as Unknown",7,"None Used/Not Applicable",99,"Reported as Deployment Unknown",0,"Not Ejected",0,"Ejection Path Not Applicable",1,"Extricated",8,"Not Reported",9,"Not Reported",2,"Test Given",1,"Blood",74,"0.074 % BAC",8,"Not Reported",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",29,"29",3,"March",2019,"2019",3,"3:00-3:59",56,"56",356,"356",0,"0",0,"0",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"220",17,"Illinois",170243,1,1,1,0,31,25,25,4,"April",5,"5:00am-5:59am",24,"24",2,"Urban",1,"Interstate",24,"Guardrail Face",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",7,"Dodge","Dodge Durango (1998-2003 only; see model 422 for 2004 on)",14,"Compact Utility (Utility Vehicle Categories ""Small"" and ""Midsize"")",2001,2001,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",1,"Rollover, Tripped by Object/Vehicle",12,"12 Clock Point",1,"Yes",40,"40 Years",2,"Female",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",99,"Reported as Unknown",7,"None Used/Not Applicable",99,"Reported as Deployment Unknown",2,"Partially Ejected",3,"Through Windshield",0,"Not Extricated or Not Applicable",9,"Reported as Unknown",9,"Not Reported",2,"Test Given",1,"Blood",224,"0.224 % BAC",8,"Not Reported",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",25,"25",4,"April",2019,"2019",5,"5:00-5:59",24,"24",524,"524",0,"0",0,"0",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"221",17,"Illinois",170250,1,1,1,0,163,24,24,6,"June",4,"4:00am-4:59am",18,"18",2,"Urban",1,"Interstate",35,"Embankment",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",37,"Honda","Honda 450-749 cc",80,"Two Wheel Motorcycle (excluding motor scooters)",2013,2013,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",99,"Reported as Unknown",0,"No or Not Reported",28,"28 Years",2,"Female",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",20,"None Used/Not Applicable",7,"None Used/Not Applicable",20,"Not Deployed",8,"Not Applicable",0,"Ejection Path Not Applicable",0,"Not Extricated or Not Applicable",9,"Reported as Unknown",9,"Not Reported",2,"Test Given",1,"Blood",211,"0.211 % BAC",8,"Not Reported",8,"Not Reported",8,"Not Reported",0,"Not Transported",7,"Died at Scene",24,"24",6,"June",2019,"2019",4,"4:00-4:59",18,"18",418,"418",0,"0",0,"0",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",5,"DOT-Compliant Motorcycle Helmet",0,"No Indication of Mis-Use"
"222",17,"Illinois",170332,4,1,1,0,135,16,16,6,"June",0,"0:00am-0:59am",30,"30",1,"Rural",1,"Interstate",12,"Motor Vehicle In-Transport",2,"Front-to-Front",0,"No",20,"Chevrolet","Chevrolet Cruze",4,"4-door sedan, hardtop",2012,2012,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",12,"12 Clock Point",0,"No or Not Reported",36,"36 Years",2,"Female",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",3,"Shoulder and Lap Belt Used",0,"No Indication of Mis-Use",1,"Deployed- Front",0,"Not Ejected",0,"Ejection Path Not Applicable",0,"Not Extricated or Not Applicable",1,"Yes (Alcohol Involved)",1,"Evidential Test (breath, blood, urine)",2,"Test Given",1,"Blood",372,"0.372 % BAC",1,"Yes (drugs involved)",1,"Evidential Test (Blood, Urine)",2,"Test Given",0,"Not Transported",7,"Died at Scene",16,"16",6,"June",2019,"2019",0,"0:00-0:59",30,"30",30,"30",0,"0",0,"0",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"223",17,"Illinois",170405,2,1,1,0,143,6,6,7,"July",19,"7:00pm-7:59pm",46,"46",2,"Urban",1,"Interstate",12,"Motor Vehicle In-Transport",2,"Front-to-Front",0,"No",22,"Pontiac","Pontiac Grand Prix (FWD)",4,"4-door sedan, hardtop",2006,2006,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",12,"12 Clock Point",0,"No or Not Reported",64,"64 Years",2,"Female",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",20,"None Used/Not Applicable",7,"None Used/Not Applicable",1,"Deployed- Front",0,"Not Ejected",0,"Ejection Path Not Applicable",0,"Not Extricated or Not Applicable",0,"No (Alcohol Not Involved)",1,"Evidential Test (breath, blood, urine)",2,"Test Given",1,"Blood",173,"0.173 % BAC",0,"No (drugs not involved)",8,"Not Reported",2,"Test Given",0,"Not Transported",7,"Died at Scene",6,"6",7,"July",2019,"2019",19,"19:00-19:59",46,"46",1946,"1946",0,"0",0,"0",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"224",17,"Illinois",170515,1,1,1,0,197,18,18,8,"August",23,"11:00pm-11:59pm",48,"48",1,"Rural",1,"Interstate",42,"Tree (Standing Only)",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",42,"Mercedes-Benz","Mercedes-Benz E Class (97 on)",4,"4-door sedan, hardtop",1997,1997,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",1,"1 Clock Point",0,"No or Not Reported",32,"32 Years",2,"Female",1,"Driver of a Motor Vehicle In-Transport",2,"Suspected Minor Injury (B)",11,"Front Seat, Left Side",3,"Shoulder and Lap Belt Used",0,"No Indication of Mis-Use",1,"Deployed- Front",0,"Not Ejected",0,"Ejection Path Not Applicable",1,"Extricated",1,"Yes (Alcohol Involved)",1,"Evidential Test (breath, blood, urine)",2,"Test Given",1,"Blood",178,"0.178 % BAC",8,"Not Reported",8,"Not Reported",8,"Not Reported",5,"EMS Ground",0,"Not Applicable",88,"Not Applicable (Non-Fatal)",88,"Not Applicable (Non-Fatal)",8888,"Not Applicable (Non-fatal)",88,"Not Applicable (Non-fatal)",88,"Not Applicable (Non-fatal)",8888,"Not Applicable (Non-fatal)",999,"Unknown",99,"Unknown",0,"None",0,"None",0,"None",8,"Not Applicable (not a fatality)",0,"Not A Fatality (not Applicable)",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"225",18,"Indiana",180211,3,1,1,0,89,30,30,4,"April",23,"11:00pm-11:59pm",30,"30",2,"Urban",1,"Interstate",20,"Impact Attenuator/Crash Cushion",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",20,"Chevrolet","Chevrolet Malibu/Malibu Maxx",4,"4-door sedan, hardtop",2010,2010,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",1,"1 Clock Point",0,"No or Not Reported",21,"21 Years",2,"Female",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",3,"Shoulder and Lap Belt Used",0,"No Indication of Mis-Use",20,"Not Deployed",0,"Not Ejected",0,"Ejection Path Not Applicable",9,"Unknown",1,"Yes (Alcohol Involved)",1,"Evidential Test (breath, blood, urine)",2,"Test Given",1,"Blood",80,"0.080 % BAC",1,"Yes (drugs involved)",1,"Evidential Test (Blood, Urine)",2,"Test Given",0,"Not Transported",7,"Died at Scene",1,"1",5,"May",2019,"2019",0,"0:00-0:59",34,"34",34,"34",1,"1",4,"4",0,"None",0,"None",0,"None",0,"No",1,"Mexican",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
"226",18,"Indiana",180769,1,1,1,0,97,27,27,12,"December",21,"9:00pm-9:59pm",8,"8",2,"Urban",1,"Interstate",25,"Concrete Traffic Barrier",0,"The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",0,"No",34,"BMW","BMW 3-series",4,"4-door sedan, hardtop",2008,2008,0,"No Trailing Units",0,"No Special Use",0,"Not Applicable",0,"No Rollover",11,"11 Clock Point",0,"No or Not Reported",48,"48 Years",2,"Female",1,"Driver of a Motor Vehicle In-Transport",4,"Fatal Injury (K)",11,"Front Seat, Left Side",8,"Restraint Used - Type Unknown",0,"No Indication of Mis-Use",9,"Deployment- Unknown Location",0,"Not Ejected",0,"Ejection Path Not Applicable",0,"Not Extricated or Not Applicable",1,"Yes (Alcohol Involved)",1,"Evidential Test (breath, blood, urine)",2,"Test Given",1,"Blood",190,"0.190 % BAC",0,"No (drugs not involved)",8,"Not Reported",0,"Test Not Given",5,"EMS Ground",0,"Not Applicable",28,"28",12,"December",2019,"2019",0,"0:00-0:59",7,"7",7,"7",2,"2",59,"59",0,"None",0,"None",0,"None",0,"No",7,"Non-Hispanic",0,"Occupant of a Motor Vehicle",20,"Not Applicable",7,"None Used/Not Applicable"
